"ID","Crop_Damage"
"F00000280","0"
"F00000282","0"
"F00000286","0"
"F00000288","0"
"F00000289","0"
"F00000291","0"
"F00000294","0"
"F00000295","0"
"F00000298","0"
"F00000300","0"
"F00000301","0"
"F00000302","0"
"F00000303","0"
"F00000307","0"
"F00000309","0"
"F00000312","0"
"F00000314","0"
"F00000316","0"
"F00000322","0"
"F00000325","0"
"F00000326","0"
"F00000328","0"
"F00000336","0"
"F00000340","0"
"F00000341","0"
"F00000344","0"
"F00000347","0"
"F00000349","0"
"F00000350","0"
"F00000351","0"
"F00000357","0"
"F00000359","0"
"F00000361","0"
"F00000365","0"
"F00000367","0"
"F00000368","0"
"F00000374","0"
"F00000375","0"
"F00000381","0"
"F00000382","0"
"F00000388","0"
"F00000394","0"
"F00000395","0"
"F00000400","0"
"F00000405","0"
"F00000406","0"
"F00000408","0"
"F00000410","0"
"F00000411","0"
"F00000412","0"
"F00000415","0"
"F00000416","0"
"F00000418","0"
"F00000423","0"
"F00000424","0"
"F00000425","0"
"F00000426","0"
"F00000429","0"
"F00000430","0"
"F00000434","0"
"F00000438","0"
"F00000440","0"
"F00000443","0"
"F00000446","0"
"F00000447","1"
"F00000448","0"
"F00000450","0"
"F00000451","0"
"F00000454","0"
"F00000460","0"
"F00000463","0"
"F00000465","1"
"F00000466","0"
"F00000468","0"
"F00000472","0"
"F00000475","1"
"F00000477","0"
"F00000480","1"
"F00000483","1"
"F00000486","1"
"F00000489","0"
"F00000491","0"
"F00000494","0"
"F00000496","1"
"F00000497","0"
"F00000499","0"
"F00000500","0"
"F00000502","0"
"F00000503","0"
"F00000509","0"
"F00000511","0"
"F00000512","0"
"F00000515","1"
"F00000519","1"
"F00000522","1"
"F00000523","1"
"F00000525","1"
"F00000533","0"
"F00000534","0"
"F00000536","0"
"F00000538","1"
"F00000540","1"
"F00000542","1"
"F00000548","1"
"F00000549","0"
"F00000554","0"
"F00000558","0"
"F00000562","0"
"F00000566","0"
"F00000567","0"
"F00000568","0"
"F00000574","0"
"F00000577","1"
"F00000579","1"
"F00000583","0"
"F00000584","0"
"F00000586","0"
"F00000589","0"
"F00000592","1"
"F00000594","0"
"F00000599","0"
"F00000600","1"
"F00000603","0"
"F00000604","0"
"F00000607","0"
"F00000608","0"
"F00000610","0"
"F00000613","1"
"F00000614","1"
"F00000615","1"
"F00000622","0"
"F00000625","0"
"F00000630","1"
"F00000631","0"
"F00000632","0"
"F00000633","0"
"F00000637","0"
"F00000638","0"
"F00000642","0"
"F00000643","0"
"F00000645","0"
"F00000647","0"
"F00000648","0"
"F00000652","0"
"F00000664","0"
"F00000665","0"
"F00000666","0"
"F00000667","0"
"F00000669","0"
"F00000670","0"
"F00000672","0"
"F00000675","0"
"F00000676","0"
"F00000682","0"
"F00000684","0"
"F00000685","0"
"F00000687","0"
"F00000689","0"
"F00000697","0"
"F00000701","0"
"F00000702","0"
"F00000703","0"
"F00000704","0"
"F00000705","0"
"F00000707","0"
"F00000708","0"
"F00000714","0"
"F00000715","0"
"F00000717","0"
"F00000720","0"
"F00000727","0"
"F00000729","0"
"F00000730","0"
"F00000732","0"
"F00000733","0"
"F00000736","0"
"F00000742","0"
"F00000744","0"
"F00000745","0"
"F00000751","0"
"F00000752","0"
"F00000753","0"
"F00000754","0"
"F00000755","0"
"F00000756","0"
"F00000759","0"
"F00000762","0"
"F00000768","0"
"F00000769","0"
"F00000770","0"
"F00000773","0"
"F00000776","0"
"F00000778","0"
"F00000781","0"
"F00000785","0"
"F00000789","0"
"F00000790","0"
"F00000794","0"
"F00000796","0"
"F00000797","0"
"F00000798","0"
"F00000799","0"
"F00000800","0"
"F00000801","0"
"F00000807","0"
"F00000810","0"
"F00000811","0"
"F00000812","0"
"F00000813","0"
"F00000814","0"
"F00000823","0"
"F00000826","0"
"F00000831","0"
"F00000832","0"
"F00000837","0"
"F00000839","0"
"F00000842","0"
"F00000845","0"
"F00000847","0"
"F00000851","0"
"F00000854","0"
"F00000855","0"
"F00000856","0"
"F00000857","0"
"F00000858","0"
"F00000859","0"
"F00000860","0"
"F00000861","0"
"F00000862","0"
"F00000863","0"
"F00000864","0"
"F00000865","0"
"F00000868","0"
"F00000869","0"
"F00000871","0"
"F00000872","0"
"F00000879","0"
"F00000882","0"
"F00000883","0"
"F00000885","0"
"F00000887","0"
"F00000891","0"
"F00000892","0"
"F00000896","0"
"F00000902","0"
"F00000903","0"
"F00000907","0"
"F00000908","0"
"F00000913","0"
"F00000915","0"
"F00000918","0"
"F00000922","0"
"F00000926","0"
"F00000930","0"
"F00000931","0"
"F00000932","0"
"F00000933","0"
"F00000934","0"
"F00000935","0"
"F00000940","0"
"F00000941","0"
"F00000944","0"
"F00000947","0"
"F00000948","0"
"F00000949","0"
"F00000950","0"
"F00000955","0"
"F00000960","0"
"F00000961","0"
"F00000966","0"
"F00000967","0"
"F00000970","0"
"F00000972","0"
"F00000977","0"
"F00000980","0"
"F00000983","0"
"F00000984","0"
"F00000989","0"
"F00000990","0"
"F00000994","0"
"F00001001","0"
"F00001002","0"
"F00001006","0"
"F00001007","0"
"F00001009","0"
"F00001010","0"
"F00001015","0"
"F00001016","0"
"F00001017","0"
"F00001018","0"
"F00001020","0"
"F00001025","0"
"F00001033","0"
"F00001034","0"
"F00001036","0"
"F00001038","0"
"F00001042","0"
"F00001043","0"
"F00001047","0"
"F00001050","0"
"F00001052","0"
"F00001054","0"
"F00001058","0"
"F00001060","0"
"F00001067","0"
"F00001070","0"
"F00001072","0"
"F00001075","0"
"F00001081","0"
"F00001083","0"
"F00001085","0"
"F00001088","0"
"F00001092","0"
"F00001093","0"
"F00001095","0"
"F00001096","0"
"F00001101","0"
"F00001102","0"
"F00001103","0"
"F00001108","0"
"F00001109","0"
"F00001110","0"
"F00001115","0"
"F00001117","0"
"F00001122","0"
"F00001123","0"
"F00001125","0"
"F00001129","0"
"F00001133","0"
"F00001137","0"
"F00001141","0"
"F00001145","0"
"F00001148","0"
"F00001150","0"
"F00001155","0"
"F00001159","0"
"F00001160","0"
"F00001161","0"
"F00001163","0"
"F00001164","0"
"F00001167","0"
"F00001168","0"
"F00001171","0"
"F00001172","0"
"F00001174","0"
"F00001175","0"
"F00001178","0"
"F00001180","0"
"F00001185","0"
"F00001189","0"
"F00001192","0"
"F00001195","0"
"F00001196","0"
"F00001202","0"
"F00001204","0"
"F00001208","0"
"F00001213","0"
"F00001215","0"
"F00001217","0"
"F00001218","0"
"F00001219","0"
"F00001222","0"
"F00001223","0"
"F00001226","0"
"F00001227","0"
"F00001228","0"
"F00001230","0"
"F00001231","0"
"F00001234","0"
"F00001236","0"
"F00001237","0"
"F00001238","0"
"F00001239","0"
"F00001240","0"
"F00001241","0"
"F00001242","0"
"F00001244","0"
"F00001249","0"
"F00001252","0"
"F00001257","0"
"F00001259","0"
"F00001261","0"
"F00001263","0"
"F00001265","0"
"F00001266","0"
"F00001269","0"
"F00001272","0"
"F00001274","0"
"F00001277","0"
"F00001278","0"
"F00001279","0"
"F00001280","0"
"F00001281","0"
"F00001283","0"
"F00001290","0"
"F00001293","0"
"F00001296","0"
"F00001302","0"
"F00001306","0"
"F00001309","0"
"F00001311","0"
"F00001315","0"
"F00001316","0"
"F00001322","0"
"F00001324","0"
"F00001325","0"
"F00001329","0"
"F00001331","0"
"F00001335","0"
"F00001343","0"
"F00001345","0"
"F00001352","0"
"F00001355","0"
"F00001358","0"
"F00001360","0"
"F00001361","0"
"F00001362","0"
"F00001363","0"
"F00001372","0"
"F00001375","0"
"F00001382","0"
"F00001384","0"
"F00001386","0"
"F00001387","0"
"F00001389","0"
"F00001391","0"
"F00001397","0"
"F00001402","0"
"F00001407","0"
"F00001408","0"
"F00001409","0"
"F00001411","0"
"F00001415","0"
"F00001420","0"
"F00001423","0"
"F00001426","0"
"F00001430","0"
"F00001431","0"
"F00001432","0"
"F00001437","0"
"F00001438","0"
"F00001441","0"
"F00001449","0"
"F00001451","0"
"F00001452","0"
"F00001455","0"
"F00001456","0"
"F00001463","0"
"F00001470","0"
"F00001471","0"
"F00001473","0"
"F00001474","0"
"F00001475","0"
"F00001476","0"
"F00001478","0"
"F00001479","0"
"F00001482","0"
"F00001483","0"
"F00001484","0"
"F00001491","0"
"F00001492","0"
"F00001494","0"
"F00001498","0"
"F00001499","0"
"F00001501","0"
"F00001507","0"
"F00001514","0"
"F00001515","0"
"F00001517","0"
"F00001519","0"
"F00001521","0"
"F00001522","0"
"F00001526","0"
"F00001527","0"
"F00001530","0"
"F00001532","0"
"F00001533","0"
"F00001537","0"
"F00001539","0"
"F00001541","0"
"F00001542","0"
"F00001544","0"
"F00001546","0"
"F00001547","0"
"F00001551","0"
"F00001560","0"
"F00001562","0"
"F00001563","0"
"F00001564","0"
"F00001565","0"
"F00001566","0"
"F00001570","0"
"F00001574","0"
"F00001576","0"
"F00001577","0"
"F00001578","0"
"F00001580","0"
"F00001582","0"
"F00001583","0"
"F00001585","0"
"F00001588","0"
"F00001589","0"
"F00001594","0"
"F00001596","0"
"F00001601","0"
"F00001603","0"
"F00001604","0"
"F00001605","0"
"F00001607","0"
"F00001611","0"
"F00001612","0"
"F00001615","0"
"F00001620","0"
"F00001624","0"
"F00001626","0"
"F00001627","0"
"F00001631","0"
"F00001636","0"
"F00001638","0"
"F00001639","0"
"F00001641","0"
"F00001645","0"
"F00001650","0"
"F00001651","0"
"F00001658","0"
"F00001661","0"
"F00001663","0"
"F00001664","0"
"F00001665","0"
"F00001669","0"
"F00001672","0"
"F00001674","0"
"F00001675","0"
"F00001681","0"
"F00001690","0"
"F00001692","0"
"F00001695","0"
"F00001697","0"
"F00001700","0"
"F00001702","0"
"F00001705","0"
"F00001707","0"
"F00001715","0"
"F00001717","0"
"F00001720","0"
"F00001722","0"
"F00001723","0"
"F00001727","0"
"F00001730","0"
"F00001731","0"
"F00001732","0"
"F00001737","0"
"F00001738","0"
"F00001741","0"
"F00001742","0"
"F00001743","0"
"F00001746","0"
"F00001747","0"
"F00001749","0"
"F00001751","0"
"F00001753","0"
"F00001754","0"
"F00001755","0"
"F00001756","0"
"F00001759","0"
"F00001763","0"
"F00001765","0"
"F00001767","0"
"F00001768","0"
"F00001771","0"
"F00001772","0"
"F00001783","0"
"F00001786","0"
"F00001788","0"
"F00001791","0"
"F00001793","0"
"F00001796","0"
"F00001798","0"
"F00001799","0"
"F00001800","0"
"F00001801","0"
"F00001804","0"
"F00001805","0"
"F00001806","0"
"F00001808","0"
"F00001811","0"
"F00001815","0"
"F00001821","0"
"F00001822","0"
"F00001825","0"
"F00001826","0"
"F00001828","0"
"F00001831","0"
"F00001835","0"
"F00001837","0"
"F00001839","0"
"F00001842","0"
"F00001843","0"
"F00001844","0"
"F00001845","0"
"F00001847","0"
"F00001851","0"
"F00001852","0"
"F00001855","0"
"F00001859","0"
"F00001861","0"
"F00001863","0"
"F00001865","0"
"F00001866","0"
"F00001870","0"
"F00001871","0"
"F00001872","0"
"F00001873","0"
"F00001874","0"
"F00001877","0"
"F00001880","0"
"F00001883","0"
"F00001885","0"
"F00001888","0"
"F00001890","0"
"F00001892","0"
"F00001895","0"
"F00001899","0"
"F00001901","0"
"F00001902","0"
"F00001904","0"
"F00001906","0"
"F00001907","0"
"F00001910","0"
"F00001911","0"
"F00001912","0"
"F00001913","0"
"F00001919","0"
"F00001920","0"
"F00001924","0"
"F00001925","0"
"F00001930","0"
"F00001931","0"
"F00001937","0"
"F00001941","0"
"F00001942","0"
"F00001946","0"
"F00001954","0"
"F00001955","0"
"F00001956","0"
"F00001961","0"
"F00001962","0"
"F00001965","0"
"F00001968","0"
"F00001982","0"
"F00001986","0"
"F00001988","0"
"F00001990","0"
"F00001991","0"
"F00001996","0"
"F00001997","0"
"F00001999","0"
"F00002000","0"
"F00002001","0"
"F00002002","0"
"F00002004","0"
"F00002012","0"
"F00002013","0"
"F00002021","0"
"F00002022","0"
"F00002027","0"
"F00002029","0"
"F00002032","0"
"F00002036","0"
"F00002037","0"
"F00002040","0"
"F00002042","0"
"F00002043","0"
"F00002048","0"
"F00002051","0"
"F00002057","0"
"F00002060","0"
"F00002062","0"
"F00002068","0"
"F00002069","0"
"F00002070","0"
"F00002072","0"
"F00002073","0"
"F00002074","0"
"F00002077","0"
"F00002078","0"
"F00002079","0"
"F00002081","0"
"F00002088","0"
"F00002089","0"
"F00002092","0"
"F00002095","0"
"F00002096","0"
"F00002097","0"
"F00002098","0"
"F00002099","0"
"F00002103","0"
"F00002104","0"
"F00002108","0"
"F00002111","0"
"F00002115","0"
"F00002117","0"
"F00002120","0"
"F00002121","0"
"F00002124","0"
"F00002125","0"
"F00002132","0"
"F00002133","0"
"F00002134","0"
"F00002135","0"
"F00002138","0"
"F00002143","0"
"F00002145","0"
"F00002150","0"
"F00002153","0"
"F00002155","0"
"F00002158","0"
"F00002161","0"
"F00002163","0"
"F00002167","0"
"F00002168","0"
"F00002169","0"
"F00002171","0"
"F00002176","0"
"F00002180","0"
"F00002185","0"
"F00002187","0"
"F00002188","0"
"F00002189","0"
"F00002194","0"
"F00002195","0"
"F00002196","0"
"F00002201","0"
"F00002203","0"
"F00002204","0"
"F00002208","0"
"F00002211","0"
"F00002216","0"
"F00002225","0"
"F00002227","0"
"F00002228","0"
"F00002232","0"
"F00002233","0"
"F00002234","0"
"F00002237","0"
"F00002239","0"
"F00002242","0"
"F00002243","0"
"F00002244","0"
"F00002246","0"
"F00002248","0"
"F00002250","0"
"F00002253","0"
"F00002258","0"
"F00002263","0"
"F00002265","0"
"F00002266","0"
"F00002267","0"
"F00002270","0"
"F00002273","0"
"F00002275","0"
"F00002276","0"
"F00002279","0"
"F00002280","0"
"F00002281","0"
"F00002282","0"
"F00002284","0"
"F00002285","0"
"F00002286","0"
"F00002287","0"
"F00002290","0"
"F00002292","0"
"F00002293","0"
"F00002294","0"
"F00002295","0"
"F00002296","0"
"F00002297","0"
"F00002303","0"
"F00002307","0"
"F00002309","0"
"F00002313","0"
"F00002328","0"
"F00002329","0"
"F00002330","0"
"F00002335","0"
"F00002336","0"
"F00002343","0"
"F00002344","0"
"F00002352","0"
"F00002353","0"
"F00002354","0"
"F00002355","0"
"F00002361","0"
"F00002364","0"
"F00002367","0"
"F00002370","0"
"F00002374","0"
"F00002375","0"
"F00002376","0"
"F00002377","0"
"F00002380","0"
"F00002382","0"
"F00002389","0"
"F00002390","0"
"F00002391","0"
"F00002395","0"
"F00002400","0"
"F00002401","0"
"F00002404","0"
"F00002405","0"
"F00002406","0"
"F00002413","0"
"F00002417","0"
"F00002418","0"
"F00002422","0"
"F00002426","0"
"F00002430","0"
"F00002433","0"
"F00002436","0"
"F00002438","0"
"F00002440","0"
"F00002442","0"
"F00002445","0"
"F00002446","0"
"F00002449","0"
"F00002451","0"
"F00002454","0"
"F00002455","0"
"F00002458","0"
"F00002463","0"
"F00002465","0"
"F00002466","0"
"F00002469","0"
"F00002474","0"
"F00002477","0"
"F00002478","0"
"F00002479","0"
"F00002485","0"
"F00002486","0"
"F00002489","0"
"F00002492","0"
"F00002495","0"
"F00002501","0"
"F00002503","0"
"F00002505","0"
"F00002507","0"
"F00002509","0"
"F00002512","0"
"F00002514","0"
"F00002515","0"
"F00002516","0"
"F00002517","0"
"F00002519","0"
"F00002522","0"
"F00002523","0"
"F00002526","0"
"F00002527","0"
"F00002528","0"
"F00002530","0"
"F00002537","0"
"F00002538","0"
"F00002539","0"
"F00002544","0"
"F00002546","0"
"F00002547","0"
"F00002548","0"
"F00002550","0"
"F00002551","0"
"F00002552","0"
"F00002556","0"
"F00002558","0"
"F00002562","0"
"F00002563","0"
"F00002564","0"
"F00002565","0"
"F00002567","0"
"F00002572","0"
"F00002581","0"
"F00002582","0"
"F00002583","0"
"F00002586","0"
"F00002593","0"
"F00002594","0"
"F00002596","0"
"F00002597","0"
"F00002598","0"
"F00002600","0"
"F00002602","0"
"F00002605","0"
"F00002612","0"
"F00002613","0"
"F00002615","0"
"F00002617","0"
"F00002621","0"
"F00002623","0"
"F00002624","0"
"F00002625","0"
"F00002626","0"
"F00002629","0"
"F00002632","0"
"F00002640","0"
"F00002641","0"
"F00002647","0"
"F00002648","0"
"F00002650","0"
"F00002652","0"
"F00002655","0"
"F00002657","0"
"F00002658","0"
"F00002659","0"
"F00002660","0"
"F00002662","0"
"F00002671","0"
"F00002673","0"
"F00002674","0"
"F00002675","0"
"F00002676","0"
"F00002677","0"
"F00002682","0"
"F00002687","0"
"F00002690","0"
"F00002693","0"
"F00002695","0"
"F00002696","0"
"F00002697","0"
"F00002698","0"
"F00002700","0"
"F00002702","0"
"F00002707","0"
"F00002710","0"
"F00002711","0"
"F00002717","0"
"F00002720","0"
"F00002727","0"
"F00002731","0"
"F00002732","0"
"F00002733","0"
"F00002736","0"
"F00002740","0"
"F00002742","0"
"F00002743","0"
"F00002744","0"
"F00002746","0"
"F00002747","0"
"F00002756","0"
"F00002757","0"
"F00002760","0"
"F00002767","0"
"F00002774","0"
"F00002779","0"
"F00002780","0"
"F00002784","0"
"F00002785","0"
"F00002786","0"
"F00002789","0"
"F00002790","0"
"F00002791","0"
"F00002792","0"
"F00002799","0"
"F00002800","0"
"F00002802","0"
"F00002805","0"
"F00002806","0"
"F00002810","0"
"F00002813","0"
"F00002815","0"
"F00002817","0"
"F00002822","0"
"F00002823","0"
"F00002824","0"
"F00002827","0"
"F00002828","0"
"F00002830","0"
"F00002832","0"
"F00002842","0"
"F00002843","0"
"F00002844","0"
"F00002845","0"
"F00002850","0"
"F00002854","0"
"F00002861","0"
"F00002863","0"
"F00002870","0"
"F00002871","0"
"F00002872","0"
"F00002873","0"
"F00002874","0"
"F00002877","0"
"F00002881","0"
"F00002886","0"
"F00002889","0"
"F00002891","0"
"F00002894","0"
"F00002897","0"
"F00002899","0"
"F00002903","0"
"F00002904","0"
"F00002905","0"
"F00002907","0"
"F00002908","0"
"F00002910","0"
"F00002915","0"
"F00002917","0"
"F00002924","0"
"F00002927","0"
"F00002929","0"
"F00002930","0"
"F00002933","0"
"F00002934","0"
"F00002939","0"
"F00002940","0"
"F00002941","0"
"F00002942","0"
"F00002943","0"
"F00002950","0"
"F00002951","0"
"F00002952","0"
"F00002954","0"
"F00002955","0"
"F00002959","0"
"F00002962","0"
"F00002964","0"
"F00002965","0"
"F00002966","0"
"F00002975","0"
"F00002978","0"
"F00002979","0"
"F00002990","0"
"F00002994","0"
"F00002996","0"
"F00003008","0"
"F00003013","0"
"F00003015","0"
"F00003016","0"
"F00003019","0"
"F00003025","0"
"F00003028","0"
"F00003029","0"
"F00003030","0"
"F00003031","0"
"F00003039","0"
"F00003042","0"
"F00003047","0"
"F00003050","0"
"F00003056","0"
"F00003058","0"
"F00003061","0"
"F00003064","0"
"F00003065","0"
"F00003068","0"
"F00003070","0"
"F00003072","0"
"F00003075","0"
"F00003078","0"
"F00003081","0"
"F00003085","0"
"F00003088","0"
"F00003089","0"
"F00003093","0"
"F00003094","0"
"F00003097","0"
"F00003099","0"
"F00003100","0"
"F00003103","0"
"F00003104","0"
"F00003105","0"
"F00003107","0"
"F00003111","0"
"F00003112","0"
"F00003115","0"
"F00003118","0"
"F00003119","0"
"F00003120","0"
"F00003122","0"
"F00003130","0"
"F00003131","0"
"F00003133","0"
"F00003135","0"
"F00003138","0"
"F00003149","0"
"F00003150","0"
"F00003152","0"
"F00003153","0"
"F00003154","0"
"F00003157","0"
"F00003158","0"
"F00003162","0"
"F00003166","0"
"F00003170","0"
"F00003171","0"
"F00003172","0"
"F00003181","0"
"F00003182","0"
"F00003187","0"
"F00003189","0"
"F00003192","0"
"F00003193","0"
"F00003194","0"
"F00003195","0"
"F00003199","0"
"F00003207","0"
"F00003208","0"
"F00003210","0"
"F00003211","0"
"F00003212","0"
"F00003221","0"
"F00003222","0"
"F00003223","0"
"F00003227","0"
"F00003228","0"
"F00003232","0"
"F00003233","0"
"F00003234","0"
"F00003236","0"
"F00003239","0"
"F00003242","0"
"F00003244","0"
"F00003246","0"
"F00003247","0"
"F00003253","0"
"F00003258","0"
"F00003259","0"
"F00003260","0"
"F00003262","0"
"F00003263","0"
"F00003269","0"
"F00003271","0"
"F00003275","0"
"F00003282","0"
"F00003284","0"
"F00003285","0"
"F00003293","0"
"F00003301","0"
"F00003302","0"
"F00003304","0"
"F00003307","0"
"F00003311","0"
"F00003314","0"
"F00003317","0"
"F00003318","0"
"F00003321","0"
"F00003325","0"
"F00003326","0"
"F00003329","0"
"F00003330","0"
"F00003333","0"
"F00003335","0"
"F00003337","0"
"F00003340","0"
"F00003345","0"
"F00003349","0"
"F00003356","0"
"F00003359","0"
"F00003362","0"
"F00003365","0"
"F00003366","0"
"F00003368","0"
"F00003369","0"
"F00003370","0"
"F00003371","0"
"F00003374","0"
"F00003376","0"
"F00003381","0"
"F00003388","0"
"F00003390","0"
"F00003391","0"
"F00003392","0"
"F00003393","0"
"F00003396","0"
"F00003398","0"
"F00003399","0"
"F00003400","0"
"F00003401","0"
"F00003404","0"
"F00003406","0"
"F00003408","0"
"F00003409","0"
"F00003411","0"
"F00003414","0"
"F00003415","0"
"F00003417","0"
"F00003418","0"
"F00003420","0"
"F00003421","0"
"F00003426","0"
"F00003427","0"
"F00003437","0"
"F00003441","0"
"F00003445","0"
"F00003450","0"
"F00003452","0"
"F00003453","0"
"F00003456","0"
"F00003457","0"
"F00003458","0"
"F00003464","0"
"F00003467","0"
"F00003471","0"
"F00003472","0"
"F00003473","0"
"F00003484","0"
"F00003486","0"
"F00003488","0"
"F00003490","0"
"F00003492","0"
"F00003493","0"
"F00003495","0"
"F00003503","0"
"F00003505","0"
"F00003508","0"
"F00003509","0"
"F00003511","0"
"F00003512","0"
"F00003514","0"
"F00003519","0"
"F00003522","0"
"F00003523","0"
"F00003525","0"
"F00003528","0"
"F00003530","0"
"F00003532","0"
"F00003539","0"
"F00003540","0"
"F00003542","0"
"F00003544","0"
"F00003545","0"
"F00003546","0"
"F00003551","0"
"F00003556","0"
"F00003559","0"
"F00003560","0"
"F00003562","0"
"F00003563","0"
"F00003564","0"
"F00003567","0"
"F00003568","0"
"F00003569","0"
"F00003570","0"
"F00003571","0"
"F00003572","0"
"F00003573","0"
"F00003575","0"
"F00003576","0"
"F00003577","0"
"F00003578","0"
"F00003583","0"
"F00003584","0"
"F00003589","0"
"F00003590","0"
"F00003592","0"
"F00003595","0"
"F00003596","0"
"F00003599","0"
"F00003601","0"
"F00003607","0"
"F00003610","0"
"F00003619","0"
"F00003621","0"
"F00003626","0"
"F00003627","0"
"F00003628","0"
"F00003629","0"
"F00003630","0"
"F00003632","0"
"F00003640","0"
"F00003642","0"
"F00003643","0"
"F00003644","0"
"F00003646","0"
"F00003649","0"
"F00003654","0"
"F00003660","0"
"F00003661","0"
"F00003665","0"
"F00003667","0"
"F00003672","0"
"F00003675","0"
"F00003676","0"
"F00003678","0"
"F00003683","0"
"F00003684","0"
"F00003685","0"
"F00003686","0"
"F00003687","0"
"F00003688","0"
"F00003689","0"
"F00003691","0"
"F00003694","0"
"F00003695","0"
"F00003697","0"
"F00003698","0"
"F00003705","0"
"F00003706","0"
"F00003711","0"
"F00003713","0"
"F00003714","0"
"F00003715","0"
"F00003720","0"
"F00003721","0"
"F00003725","0"
"F00003727","0"
"F00003728","0"
"F00003732","0"
"F00003733","0"
"F00003737","0"
"F00003740","0"
"F00003741","0"
"F00003743","0"
"F00003745","0"
"F00003746","0"
"F00003750","0"
"F00003751","0"
"F00003752","0"
"F00003756","0"
"F00003762","0"
"F00003766","0"
"F00003767","0"
"F00003769","0"
"F00003771","0"
"F00003773","0"
"F00003774","0"
"F00003775","0"
"F00003776","0"
"F00003777","0"
"F00003778","0"
"F00003779","0"
"F00003784","0"
"F00003785","0"
"F00003786","0"
"F00003787","0"
"F00003793","0"
"F00003796","0"
"F00003797","0"
"F00003798","0"
"F00003799","0"
"F00003803","0"
"F00003804","0"
"F00003806","0"
"F00003807","0"
"F00003810","0"
"F00003813","0"
"F00003814","0"
"F00003816","0"
"F00003818","0"
"F00003819","0"
"F00003825","0"
"F00003828","0"
"F00003829","0"
"F00003830","0"
"F00003832","0"
"F00003834","0"
"F00003835","0"
"F00003836","0"
"F00003838","0"
"F00003839","0"
"F00003840","0"
"F00003844","0"
"F00003846","0"
"F00003849","0"
"F00003853","0"
"F00003854","0"
"F00003857","0"
"F00003859","0"
"F00003861","0"
"F00003862","0"
"F00003863","0"
"F00003864","0"
"F00003867","0"
"F00003869","0"
"F00003871","0"
"F00003873","0"
"F00003875","0"
"F00003876","0"
"F00003877","0"
"F00003879","0"
"F00003880","0"
"F00003883","0"
"F00003886","0"
"F00003888","0"
"F00003889","0"
"F00003894","0"
"F00003898","0"
"F00003899","0"
"F00003901","0"
"F00003911","0"
"F00003912","0"
"F00003913","0"
"F00003915","0"
"F00003918","0"
"F00003919","0"
"F00003921","0"
"F00003922","0"
"F00003924","0"
"F00003925","0"
"F00003926","0"
"F00003927","0"
"F00003928","0"
"F00003929","0"
"F00003932","0"
"F00003934","0"
"F00003936","0"
"F00003938","0"
"F00003942","0"
"F00003945","0"
"F00003946","0"
"F00003947","0"
"F00003948","0"
"F00003949","0"
"F00003951","1"
"F00003955","1"
"F00003956","1"
"F00003957","1"
"F00003959","1"
"F00003960","1"
"F00003963","1"
"F00003965","1"
"F00003967","1"
"F00003968","1"
"F00003972","1"
"F00003973","1"
"F00003976","1"
"F00003980","1"
"F00003981","1"
"F00003982","1"
"F00003984","1"
"F00003985","0"
"F00003988","0"
"F00003993","0"
"F00003996","0"
"F00004000","0"
"F00004003","0"
"F00004005","0"
"F00004009","0"
"F00004011","0"
